`id`;  `description` ;  `amount` ;  `invoice_id`;deleted_at;created_at;updated_at
1;Evaluation immobilière d'un bureau ayant le TF N° 11760/71, sis Bd Abdlmoumen, Casablanca;100.00;31;NULL;2024-06-01 23:15:14;NULL
